npi,specialty_description,total_claim_count,total_30_day_fill_count,total_drug_cost,total_day_supply,bene_count,brand_claim_count,brand_drug_cost,generic_claim_count,generic_drug_cost,opioid_claim_count,opioid_drug_cost,opioid_prescriber_rate,average_age_of_beneficiaries,beneficiary_female_count,beneficiary_male_count,beneficiary_race_white_count,beneficiary_race_black_count,beneficiary_race_asian_pi_count,beneficiary_race_hispanic_count,beneficiary_race_nat_ind_count,beneficiary_race_other_count,beneficiary_average_risk_score
1003882697,Internal Medicine,6435,15062.2,564796.97,441885,512.0,1288.0,410632.27,5080.0,151461.47,191.0,10644.34,2.97,74.0,266.0,246.0,474.0,,,20.0,0.0,,1.2658
1003882713,General Practice,7435,11659.5,382087.39,326528,329.0,1185.0,265049.28,6210.0,116012.35,150.0,3421.37,2.02,69.0,190.0,139.0,304.0,0.0,,,0.0,,0.9849
1003882739,Family Practice,1389,2347.6,77402.74,66757,184.0,241.0,53985.69,1124.0,22794.41,106.0,2230.01,7.63,70.0,135.0,49.0,,,0.0,0.0,,0.0,1.2626
1003882762,Internal Medicine,15,41.0,1488.08,1230,,,,,,0.0,0.0,0.0,,,,,,,,,,
1003882903,Family Practice,4180,9005.2,213301.7,261435,322.0,,,3540.0,72136.21,116.0,2623.35,2.78,74.0,267.0,55.0,307.0,,,,0.0,,0.9165
1003882945,Family Practice,8224,16922.3,486725.66,490798,557.0,1231.0,326711.09,6907.0,157464.21,183.0,11756.07,2.23,74.0,302.0,255.0,540.0,,,,0.0,,1.0407
1003883133,Family Practice,2916,4704.7,137629.02,135835,224.0,,,2440.0,42973.31,31.0,313.75,1.06,75.0,141.0,83.0,182.0,,12.0,13.0,,,1.2893
1003883141,Family Practice,59,102.3,632.71,3005,14.0,,,,,0.0,0.0,0.0,64.0,,,,,0.0,0.0,0.0,,1.0271
1003883174,Family Practice,3116,5900.1,260055.13,170052,257.0,576.0,174174.0,2518.0,84478.32,361.0,24368.34,11.59,64.0,171.0,86.0,144.0,95.0,0.0,,,,1.4081
1003883240,General Practice,1822,2074.4,120662.11,59905,88.0,305.0,90065.06,1497.0,30125.37,34.0,1332.23,1.87,76.0,58.0,30.0,,0.0,,,0.0,,0.9545
1003883315,Internal Medicine,14,34.0,830.82,992,,,,,,,,,,,,,,,,,,
1003883349,Psychiatry,1694,1790.8,85761.82,50698,83.0,123.0,33123.74,1571.0,52638.08,,,,54.0,49.0,34.0,,,0.0,,0.0,,1.1744
1003883372,Family Practice,3190,3806.4,194139.98,103953,96.0,635.0,135570.07,2534.0,58042.03,182.0,6512.65,5.71,68.0,75.0,21.0,,,0.0,,0.0,,1.0561
1003883398,Family Practice,693,699.4,14619.54,9744,284.0,65.0,5295.32,628.0,9324.22,19.0,80.42,2.74,72.0,195.0,89.0,250.0,,,19.0,0.0,,1.0258
1003883604,Family Practice,6435,13930.1,951454.71,403542,906.0,1646.0,800985.85,4638.0,144773.7,57.0,605.23,0.89,72.0,522.0,384.0,,0.0,,846.0,0.0,,1.6552
1003883646,Family Practice,3151,7486.3,189309.58,220200,270.0,511.0,124887.04,2623.0,64070.92,16.0,304.68,0.51,74.0,146.0,124.0,,0.0,0.0,0.0,0.0,,1.0511
1003883711,Family Practice,4095,9627.7,197136.21,282432,417.0,535.0,104379.36,3531.0,91516.51,104.0,4679.02,2.54,73.0,222.0,195.0,395.0,,0.0,,0.0,,0.9484
1003883745,Family Practice,231,236.0,8911.08,2685,164.0,42.0,7028.76,189.0,1882.32,13.0,57.05,5.63,69.0,114.0,50.0,140.0,13.0,,,0.0,,1.1683
1003883786,Internal Medicine,7863,16047.0,445169.53,467793,476.0,1239.0,280092.9,6556.0,161660.92,195.0,6568.54,2.48,75.0,171.0,305.0,455.0,,,,0.0,,0.951
1003883836,Neurology,1446,1814.5,638673.74,52313,205.0,309.0,601110.89,1126.0,36496.12,81.0,2505.92,5.6,72.0,131.0,74.0,136.0,18.0,,29.0,0.0,,1.5955
1003883893,Internal Medicine,12,28.8,2940.24,825,,,,,,0.0,0.0,0.0,,,,,,,,,,
1003883968,Family Practice,4971,9969.8,365992.32,290698,288.0,787.0,262511.28,4146.0,102296.2,67.0,1980.24,1.35,74.0,198.0,90.0,266.0,,0.0,,0.0,,0.9574
1003883976,Family Practice,350,356.0,4077.69,4040,176.0,34.0,780.2,316.0,3297.49,52.0,292.61,14.86,67.0,99.0,77.0,,0.0,0.0,0.0,0.0,,1.127
1003884065,Internal Medicine,1626,1944.8,59358.31,57515,97.0,,,1354.0,16230.67,,,,73.0,64.0,33.0,,0.0,0.0,,0.0,0.0,1.7319
1003884123,General Practice,601,644.3,13056.74,10387,266.0,44.0,7526.55,557.0,5530.19,34.0,247.22,5.66,67.0,136.0,130.0,,,0.0,,0.0,0.0,1.6297
1003884156,Family Practice,3345,6413.9,221212.68,187831,229.0,638.0,154910.56,2671.0,64753.49,41.0,454.16,1.23,72.0,125.0,104.0,216.0,,,0.0,0.0,,1.1777
1003884198,Family Practice,10035,10268.3,394370.84,211298,388.0,1753.0,234412.94,8247.0,157822.31,25.0,640.74,0.25,82.0,242.0,146.0,372.0,,,,,,2.1062
1003884222,Family Practice,2255,2285.6,265076.12,67805,160.0,,,2032.0,89304.81,0.0,0.0,0.0,53.0,87.0,73.0,,79.0,0.0,,0.0,,1.1452
1003884289,Family Practice,5256,9765.6,398549.59,280700,394.0,951.0,294668.76,4237.0,101035.65,238.0,7681.41,4.53,74.0,208.0,186.0,383.0,,0.0,,0.0,,1.2311
1003884388,Family Practice,9713,12047.1,598251.68,328550,403.0,2336.0,471368.2,7347.0,125769.45,166.0,3611.34,1.71,73.0,204.0,199.0,356.0,19.0,0.0,,0.0,,1.0208
1003884404,Internal Medicine,265,290.3,5337.7,6223,96.0,32.0,2645.57,233.0,2692.13,15.0,94.47,5.66,64.0,65.0,31.0,,,0.0,0.0,0.0,0.0,1.2274
1003884412,Family Practice,7120,9408.7,331372.48,251466,184.0,1601.0,222684.9,5474.0,107272.36,163.0,3452.24,2.29,75.0,112.0,72.0,,,0.0,,0.0,,1.6045
1003884552,Family Practice,1358,2764.3,78030.3,80814,134.0,,,1135.0,26219.72,53.0,2104.17,3.9,76.0,72.0,62.0,,0.0,,,0.0,,0.996
1003884610,Internal Medicine,4885,12311.4,266240.52,363162,488.0,597.0,167307.34,4272.0,98486.8,98.0,1954.2,2.01,73.0,236.0,252.0,374.0,14.0,51.0,28.0,0.0,21.0,0.8919
1003884628,Family Practice,6461,8330.8,375362.34,244063,248.0,1298.0,281443.72,5066.0,90944.68,390.0,20530.83,6.04,68.0,107.0,141.0,,,0.0,0.0,0.0,,1.2092
1003884636,General Practice,3355,3867.0,129104.29,109602,106.0,615.0,87776.79,2686.0,40567.96,13.0,157.67,0.39,69.0,66.0,40.0,0.0,0.0,0.0,106.0,0.0,0.0,1.6229
1003884677,Internal Medicine,5562,13247.0,340823.94,389488,379.0,888.0,225728.62,4622.0,112724.15,150.0,3270.24,2.7,75.0,230.0,149.0,358.0,,,,0.0,,1.22
1003884933,Internal Medicine,574,1009.7,31662.67,29887,79.0,68.0,20936.06,506.0,10726.61,,,,73.0,34.0,45.0,79.0,0.0,0.0,0.0,0.0,0.0,1.1484
1003884941,Internal Medicine,4124,6338.2,177800.66,182897,215.0,470.0,112950.62,3607.0,63685.82,180.0,4773.42,4.36,72.0,89.0,126.0,59.0,135.0,,,0.0,,1.3097
1003884966,Family Practice,7647,15743.2,318341.99,457798,430.0,874.0,177047.96,6730.0,139839.6,221.0,5817.4,2.89,73.0,222.0,208.0,411.0,,0.0,0.0,0.0,,1.0281
1003885088,Family Practice,3224,6479.1,203159.44,188962,202.0,,,2758.0,72579.79,46.0,393.06,1.43,71.0,96.0,106.0,187.0,,,,0.0,,0.9645
1003885096,Family Practice,45,89.0,1102.52,2579,18.0,,,,,,,,72.0,,,,0.0,0.0,,0.0,,0.6312
1003885153,Internal Medicine,29279,42059.2,1213286.31,1182865,1337.0,4075.0,749655.14,25005.0,455881.8,1738.0,54890.39,5.94,74.0,813.0,524.0,1159.0,163.0,,0.0,0.0,,1.3617
1003885179,Internal Medicine,26,28.0,495.77,775,,0.0,0.0,26.0,495.77,0.0,0.0,0.0,,,,,,,,,,
1003885203,Neurology,2672,4424.4,1241592.57,130212,364.0,350.0,1115089.86,2302.0,125460.86,12.0,67.77,0.45,66.0,225.0,139.0,303.0,,,36.0,,,1.4154
1003885302,Internal Medicine,12876,21233.4,709636.51,611876,645.0,2083.0,478397.81,10727.0,227948.79,402.0,12185.25,3.12,77.0,494.0,151.0,494.0,33.0,11.0,92.0,0.0,15.0,1.3452
1003885419,Internal Medicine,204,213.6,6163.72,4622,77.0,22.0,3675.64,182.0,2488.08,17.0,411.77,8.33,69.0,56.0,21.0,61.0,,0.0,,0.0,0.0,2.8593
1003885500,Internal Medicine,12957,22175.2,483463.6,650837,584.0,1301.0,300205.7,11585.0,181475.74,386.0,10040.74,2.98,76.0,347.0,237.0,378.0,160.0,,29.0,0.0,,1.5061
1003885559,Internal Medicine,11,11.0,98.08,256,,,,,,0.0,0.0,0.0,,,,,,,,,,
1003885575,Family Practice,19736,21361.6,1049141.38,443438,598.0,4187.0,725212.43,15370.0,316738.89,585.0,12070.01,2.96,69.0,361.0,237.0,261.0,315.0,,11.0,0.0,,2.5156
1003885583,Family Practice,8094,10536.5,351395.56,300557,422.0,1135.0,216053.94,6937.0,134486.71,738.0,43534.62,9.12,70.0,240.0,182.0,312.0,83.0,,,,,1.3496
1003885708,Internal Medicine,2657,7425.9,195492.11,221675,478.0,639.0,134057.08,2018.0,61435.03,0.0,0.0,0.0,73.0,207.0,271.0,460.0,0.0,,,0.0,,1.6431
1003885724,Internal Medicine,108,132.3,8719.82,3053,40.0,30.0,7593.15,78.0,1126.67,,,,77.0,22.0,18.0,,,,,0.0,,1.525
1003885740,Family Practice,1231,2157.5,103632.71,63242,68.0,310.0,76679.11,921.0,26953.6,11.0,93.76,0.89,77.0,50.0,18.0,,0.0,0.0,0.0,0.0,,1.3374
1003885815,Family Practice,308,326.7,19828.74,4735,173.0,,,256.0,5485.77,36.0,275.2,11.69,66.0,97.0,76.0,145.0,,,13.0,,,1.3969999999999998
1003885823,General Practice,13,13.0,216.38,202,,,,,,0.0,0.0,0.0,,,,,,,,,,
1003885989,Internal Medicine,61,77.0,1978.14,1628,16.0,,,,,29.0,1485.94,47.54,78.0,,,,0.0,,0.0,0.0,0.0,2.3175
1003886128,Family Practice,11846,20309.0,640599.33,581948,723.0,1996.0,448275.22,9708.0,187239.85,416.0,4759.97,3.51,73.0,365.0,358.0,649.0,48.0,,,0.0,,1.1503
1003886169,Family Practice,12629,17802.9,497472.3,511212,526.0,2040.0,339955.12,10500.0,155605.4,666.0,27005.59,5.27,72.0,292.0,234.0,515.0,0.0,,,,,1.0135
1003886193,Internal Medicine,23767,30517.8,1757559.28,782549,789.0,5389.0,1305644.0,18239.0,445457.9,302.0,17079.52,1.27,75.0,445.0,344.0,631.0,46.0,14.0,87.0,0.0,11.0,2.0059
1003886326,Internal Medicine,39,39.0,652.13,778,24.0,,,,,,,,73.0,,,,,,0.0,0.0,0.0,2.0067
1003886359,Internal Medicine,32,51.7,731.92,1247,,,,,,0.0,0.0,0.0,,,,,,,,,,
1003886532,Family Practice,5333,9212.3,323096.76,258137,385.0,852.0,221506.09,4421.0,99388.63,378.0,26362.15,7.09,71.0,208.0,177.0,348.0,22.0,,,0.0,,0.9061
1003886565,Internal Medicine,4149,9017.9,320778.31,265205,327.0,659.0,223233.76,3446.0,95657.69,320.0,12560.89,7.71,74.0,138.0,189.0,305.0,,,,0.0,,0.9931
1003886631,Psychiatry,33,33.0,1405.84,924,,,,,,,,,,,,,,,,,,
1003886649,Internal Medicine,2974,6895.7,120744.4,199745,329.0,368.0,75844.53,2594.0,44507.19,16.0,129.31,0.54,75.0,191.0,138.0,281.0,21.0,,15.0,0.0,,1.0183
1003886680,Internal Medicine,401,695.2,72617.94,20500,86.0,106.0,52531.27,295.0,20086.67,13.0,131.79,3.24,73.0,67.0,19.0,,0.0,0.0,0.0,,0.0,1.1502
1003886706,Internal Medicine,6639,11101.0,350524.78,325303,405.0,1020.0,205634.51,5559.0,141639.7,173.0,7736.97,2.61,73.0,273.0,132.0,364.0,,,,0.0,,1.0559
1003886714,Family Practice,24,40.0,342.33,1171,,0.0,0.0,24.0,342.33,0.0,0.0,0.0,,,,,,,,,,
1003886755,Family Practice,5881,13152.6,362893.35,384157,439.0,947.0,232069.76,4911.0,130209.51,,,,74.0,231.0,208.0,404.0,,,13.0,0.0,,1.0557
1003886862,Internal Medicine,102,162.0,7649.52,4446,20.0,,,66.0,1460.22,,,,78.0,,,,,0.0,0.0,0.0,0.0,2.9822
1003886888,Psychiatry,1024,1098.9,87316.46,31766,165.0,83.0,51321.88,941.0,35994.58,0.0,0.0,0.0,50.0,103.0,62.0,137.0,13.0,,,0.0,,1.1679
1003886953,Internal Medicine,5286,10990.9,332676.54,324530,332.0,744.0,223699.78,4489.0,107146.08,113.0,3714.34,2.14,73.0,171.0,161.0,202.0,,,71.0,0.0,,1.1320000000000001
1003887001,Internal Medicine,7020,12283.2,544290.97,331568,498.0,1654.0,390014.68,5339.0,151955.55,188.0,12704.86,2.68,75.0,322.0,176.0,460.0,17.0,,,,,1.494
1003887068,Internal Medicine,2917,4867.4,255519.67,137347,203.0,719.0,184634.09,2176.0,69721.3,105.0,3156.5,3.6,74.0,105.0,98.0,,,,0.0,0.0,,1.0844
1003887159,Internal Medicine,213,229.0,8932.02,5088,101.0,,,178.0,2648.64,16.0,278.03,7.51,70.0,50.0,51.0,82.0,,,,0.0,0.0,2.2406
1003887183,Internal Medicine,66,74.0,1685.17,1562,34.0,,,,,,,,72.0,14.0,20.0,14.0,,,,0.0,,1.8646
1003887290,Neurology,1459,2828.5,553114.59,83979,228.0,201.0,476834.07,1258.0,76280.52,25.0,541.71,1.71,72.0,158.0,70.0,214.0,,0.0,,0.0,,1.6242
1003887324,Internal Medicine,3825,6364.4,329939.38,178387,185.0,774.0,229433.16,3030.0,99840.78,128.0,4146.77,3.35,77.0,91.0,94.0,171.0,0.0,,,0.0,,1.0304
1003887373,Family Practice,5952,12893.7,304148.21,379580,496.0,930.0,152872.09,4974.0,149718.16,200.0,3999.51,3.36,76.0,235.0,261.0,413.0,,23.0,34.0,0.0,,1.2904
1003887381,Internal Medicine,373,376.6,19249.42,6912,139.0,,,300.0,5855.25,26.0,243.11,6.97,70.0,80.0,59.0,128.0,,0.0,,0.0,,1.8697
1003887423,Family Practice,1143,2664.3,146844.57,77958,267.0,219.0,103883.77,912.0,42560.13,17.0,328.16,1.49,74.0,189.0,78.0,241.0,,,12.0,0.0,,1.1267
1003887431,Family Practice,11411,19615.1,668974.19,554616,749.0,1962.0,481148.53,9311.0,181124.33,761.0,18562.37,6.67,73.0,436.0,313.0,727.0,,,,0.0,,1.2361
1003887514,Family Practice,3949,7661.3,354987.19,220887,228.0,768.0,240749.49,3145.0,112854.55,196.0,27644.86,4.96,67.0,148.0,80.0,,0.0,,,0.0,,0.9485
1003887597,Family Practice,5128,7637.8,354104.06,220999,283.0,1264.0,257012.81,3846.0,96012.25,171.0,12132.82,3.33,71.0,167.0,116.0,223.0,,,40.0,0.0,,1.1058
1003887621,Internal Medicine,7250,12528.8,482008.99,361267,324.0,1071.0,343271.91,6157.0,137983.21,247.0,9163.93,3.41,77.0,177.0,147.0,299.0,,0.0,,0.0,,1.1258
1003887761,Internal Medicine,5815,10108.3,270241.41,287745,397.0,1036.0,149034.4,4736.0,118982.94,113.0,9864.77,1.94,78.0,239.0,158.0,386.0,,,,0.0,,1.2031
1003887779,Family Practice,10780,18847.7,686705.46,545038,774.0,1684.0,436516.37,9058.0,248170.8,369.0,6569.93,3.42,75.0,549.0,225.0,752.0,,,,,,1.0924
1003887902,Family Practice,8831,17102.8,704340.33,490499,648.0,1794.0,459817.15,7019.0,243179.32,229.0,9505.27,2.59,75.0,327.0,321.0,618.0,,,0.0,0.0,18.0,1.0668
1003887936,Family Practice,3906,6309.6,311579.79,184157,239.0,605.0,210468.11,3271.0,99486.89,357.0,18289.04,9.14,70.0,128.0,111.0,181.0,26.0,,,12.0,,1.5083
1003888041,Family Practice,14383,26700.3,806860.96,781223,650.0,1986.0,557128.94,12328.0,246011.76,277.0,3963.29,1.93,75.0,345.0,305.0,587.0,39.0,,11.0,,,1.1213
1003888090,Internal Medicine,1434,2589.1,70468.91,73316,222.0,,,1198.0,29219.88,52.0,2581.5,3.63,73.0,146.0,76.0,200.0,,,,0.0,,1.202
1003888207,Internal Medicine,8184,12792.4,805201.67,364585,444.0,1759.0,644692.37,6297.0,155621.32,485.0,15268.22,5.93,67.0,278.0,166.0,409.0,,,,,,1.3542
1003888223,Family Practice,6150,11296.2,262255.34,329844,415.0,867.0,156277.46,5253.0,104868.13,140.0,1803.47,2.28,71.0,264.0,151.0,386.0,,0.0,,0.0,,0.9378
1003888355,Family Practice,2684,3154.1,507248.39,91036,160.0,506.0,470504.86,2137.0,34447.18,68.0,1803.98,2.53,58.0,84.0,76.0,59.0,81.0,,,0.0,,1.1848
1003888397,Internal Medicine,92,105.8,1936.22,2542,45.0,17.0,626.8,75.0,1309.42,,,,77.0,23.0,22.0,33.0,,,,0.0,0.0,1.876
1003888462,Internal Medicine,9639,14935.0,568503.78,406763,426.0,1754.0,413170.8,7843.0,153559.27,191.0,5470.17,1.98,74.0,225.0,201.0,397.0,16.0,,,,,1.3865
1003888546,Internal Medicine,473,483.2,19320.1,9091,175.0,,,399.0,5924.73,23.0,156.94,4.86,73.0,102.0,73.0,142.0,,,18.0,0.0,,1.9506
1003888769,Family Practice,59,59.0,792.25,1152,30.0,,,,,,,,74.0,,,,,0.0,0.0,0.0,0.0,1.3993
1003888785,Family Practice,43,43.5,364.83,1306,,0.0,0.0,43.0,364.83,0.0,0.0,0.0,,,,,,,,,,
1003888959,Family Practice,7738,12378.3,586378.67,348428,419.0,1441.0,436702.34,6194.0,145167.06,457.0,16737.31,5.91,69.0,246.0,173.0,302.0,101.0,,,0.0,,1.2131
1003888967,Family Practice,2884,5351.4,225058.28,157174,266.0,532.0,176900.12,2338.0,47629.23,43.0,1694.04,1.49,70.0,157.0,109.0,248.0,,,,0.0,,1.1075
1003889114,Internal Medicine,10944,19024.7,591305.84,542332,550.0,1893.0,362032.22,8983.0,226483.82,576.0,13485.29,5.26,75.0,344.0,206.0,512.0,,,21.0,,,1.273
1003889197,Family Practice,2634,5741.8,127178.46,162859,401.0,426.0,78771.47,2196.0,47972.49,47.0,1190.22,1.78,73.0,194.0,207.0,337.0,20.0,12.0,17.0,0.0,15.0,0.8645
1003889361,Family Practice,250,250.0,7588.33,6965,,,,217.0,4255.98,,,,,,,,,,,,,
1003889387,Family Practice,28485,34441.7,1387921.02,974517,664.0,4233.0,1001874.59,23965.0,376813.48,1097.0,54359.19,3.85,72.0,426.0,238.0,412.0,,,,0.0,0.0,1.1671
1003889411,Internal Medicine,6604,11764.9,493089.93,342235,315.0,1096.0,357911.0,5458.0,132540.43,261.0,6333.68,3.95,73.0,169.0,146.0,253.0,49.0,,,0.0,,1.1265
1003889429,Internal Medicine,57,73.0,2483.58,1977,13.0,13.0,1261.43,44.0,1222.15,,,,70.0,,,,,0.0,0.0,0.0,0.0,1.5052
1003889478,Family Practice,1888,3219.3,117573.67,93717,323.0,381.0,74300.54,1484.0,42012.44,42.0,492.42,2.22,71.0,179.0,144.0,178.0,54.0,,18.0,55.0,,1.5567
1003889544,Psychiatry,1076,1192.2,82080.84,32623,112.0,,,944.0,37472.34,,,,52.0,55.0,57.0,77.0,22.0,,,0.0,,1.4302
1003889551,Family Practice,11371,17176.3,450716.04,491928,472.0,1498.0,245857.54,9832.0,202885.64,618.0,15476.0,5.43,71.0,300.0,172.0,364.0,71.0,,,16.0,,1.2258
1003889585,Family Practice,2826,5999.8,204288.46,177471,232.0,433.0,150348.94,2377.0,53576.67,47.0,447.12,1.66,71.0,170.0,62.0,165.0,46.0,,,,,1.0959999999999999
1003889635,Family Practice,7289,17150.4,786342.01,497558,973.0,1441.0,554500.94,5740.0,225511.19,24.0,99.46,0.33,72.0,577.0,396.0,,96.0,,830.0,0.0,,1.4272
1003889643,Family Practice,998,1983.2,75630.95,55632,98.0,,,816.0,22861.2,66.0,2143.85,6.61,69.0,86.0,12.0,,,,0.0,0.0,,1.0832
1003889775,Family Practice,769,1639.1,45405.91,47761,173.0,120.0,30207.45,634.0,14025.85,14.0,191.62,1.82,73.0,106.0,67.0,,,,,0.0,,1.0827
1003889858,Internal Medicine,5504,10664.5,433202.85,308374,343.0,993.0,283332.9,4428.0,143779.33,378.0,50826.41,6.87,71.0,201.0,142.0,277.0,,0.0,,0.0,,1.52
1003889916,Internal Medicine,5415,10976.4,361188.04,316413,483.0,1096.0,251860.11,4247.0,106631.37,73.0,601.56,1.35,72.0,317.0,166.0,459.0,,0.0,,0.0,,1.1896
1003889957,Family Practice,29541,37175.7,1446729.41,979966,827.0,5624.0,973605.92,23764.0,466855.73,1757.0,135567.88,5.95,74.0,530.0,297.0,814.0,,,,0.0,,1.2939
1003890153,Neurology,4414,5067.4,2144695.7,145444,399.0,987.0,1902577.33,3379.0,239189.42,175.0,5664.77,3.96,70.0,227.0,172.0,383.0,,,,,,1.507
1003890344,Internal Medicine,232,248.0,14184.99,4665,109.0,54.0,9371.83,178.0,4813.16,16.0,162.76,6.9,76.0,70.0,39.0,94.0,,,,0.0,0.0,2.4439
1003890500,Internal Medicine,4151,7319.6,206706.97,205443,408.0,810.0,137086.83,3321.0,68911.12,111.0,1566.91,2.67,76.0,232.0,176.0,368.0,,0.0,,0.0,16.0,1.111
1003890641,Family Practice,4211,4251.1,275763.7,96864,119.0,695.0,164678.08,3498.0,109225.7,15.0,551.7,0.36,76.0,52.0,67.0,108.0,,0.0,,0.0,0.0,2.1199
1003890674,Internal Medicine,648,1234.1,27831.65,34546,135.0,,,573.0,10762.31,,,,77.0,83.0,52.0,88.0,24.0,,,,,1.6679
1003890732,Family Practice,113,115.0,2019.13,1088,78.0,25.0,1046.09,88.0,973.04,,,,70.0,52.0,26.0,,0.0,0.0,,,,0.8769
1003890799,Neurology,3406,4574.6,662204.0,134417,371.0,647.0,520972.36,2698.0,139251.35,75.0,2299.97,2.2,74.0,216.0,155.0,305.0,36.0,,,,,1.5406
1003890864,Internal Medicine,16108,26159.6,962064.43,746254,706.0,2856.0,649058.26,13096.0,306158.67,582.0,15503.13,3.61,72.0,558.0,148.0,676.0,,,,,11.0,1.1213
1003890898,Internal Medicine,266,267.0,5848.93,5480,96.0,35.0,3252.03,231.0,2596.9,23.0,157.5,8.65,73.0,58.0,38.0,78.0,,,,,,2.3055
1003890906,Internal Medicine,341,372.2,17761.24,8021,124.0,,,294.0,5114.2,21.0,325.55,6.16,65.0,74.0,50.0,76.0,,0.0,,0.0,,3.1327
1003890971,Neurology,404,437.7,49266.59,12843,120.0,,,324.0,17325.18,242.0,36771.54,59.9,68.0,75.0,45.0,60.0,,,28.0,0.0,,1.7385
1003891011,Internal Medicine,2380,3841.2,223970.72,111606,263.0,476.0,176764.62,1888.0,46301.78,135.0,19282.61,5.67,69.0,160.0,103.0,154.0,45.0,,34.0,,,1.9113
1003891177,Family Practice,6388,14038.2,433208.54,409381,513.0,1080.0,259765.28,5241.0,170681.23,241.0,8180.74,3.77,73.0,360.0,153.0,497.0,,0.0,0.0,0.0,,1.1121
1003891219,Family Practice,7726,15668.8,594940.54,455879,543.0,1531.0,423484.09,6154.0,169326.01,122.0,1691.48,1.58,76.0,306.0,237.0,527.0,,,,0.0,,1.0879
1003891318,Psychiatry,4846,4878.6,189127.1,142450,334.0,260.0,76169.86,4586.0,112957.24,0.0,0.0,0.0,75.0,193.0,141.0,,0.0,0.0,,0.0,0.0,2.1118
1003891458,Psychiatry,3108,3573.5,502687.58,106487,193.0,403.0,377191.86,2705.0,125495.72,,,,58.0,114.0,79.0,28.0,148.0,0.0,,0.0,,1.3365
1003891508,Family Practice,8165,11891.2,538568.09,340014,454.0,1321.0,348007.98,6781.0,187292.21,325.0,6445.26,3.98,71.0,245.0,209.0,424.0,19.0,,,0.0,,0.971
1003891524,Family Practice,487,622.9,20442.83,17821,59.0,116.0,15004.82,356.0,4772.77,0.0,0.0,0.0,74.0,31.0,28.0,59.0,0.0,0.0,0.0,0.0,0.0,1.3181
1003891631,Internal Medicine,82,82.1,2055.2,2054,16.0,17.0,1074.98,65.0,980.22,0.0,0.0,0.0,75.0,,,,0.0,0.0,,0.0,0.0,0.8434
1003891656,Neurology,3946,5275.5,506159.71,156908,506.0,906.0,422205.81,3040.0,83953.9,,,,77.0,344.0,162.0,102.0,21.0,,371.0,0.0,,1.7198
1003891672,Psychiatry,945,981.1,26267.01,29103,35.0,34.0,2762.62,911.0,23504.39,0.0,0.0,0.0,57.0,19.0,16.0,,,,,0.0,,0.887
1003891813,Internal Medicine,471,479.6,22546.87,9838,204.0,,,387.0,7651.9,35.0,407.34,7.43,71.0,123.0,81.0,,100.0,,0.0,0.0,,2.8197
1003892001,Internal Medicine,1694,3457.1,105478.38,100802,163.0,289.0,75332.15,1405.0,30146.23,17.0,422.9,1.0,73.0,115.0,48.0,,,,,0.0,,1.3426
1003892027,Family Practice,3536,3765.6,156814.67,74307,244.0,956.0,109340.73,2557.0,47094.23,98.0,2888.11,2.77,67.0,151.0,93.0,220.0,,,,0.0,,1.8046
1003892175,Family Practice,9997,14224.6,871503.87,393727,480.0,2122.0,646883.62,7831.0,222804.88,183.0,10527.74,1.83,76.0,383.0,97.0,414.0,51.0,,,0.0,,1.1079999999999999
1003892217,Internal Medicine,7706,9355.0,442209.77,231472,390.0,1755.0,265752.74,5932.0,175201.04,197.0,3494.93,2.56,72.0,218.0,172.0,316.0,,,0.0,,,1.7897
1003892225,Psychiatry,1265,1860.4,152173.84,55116,78.0,135.0,103104.18,1130.0,49069.66,0.0,0.0,0.0,69.0,54.0,24.0,,,,,0.0,,1.2736
1003892282,Internal Medicine,56,62.0,5429.95,1182,21.0,,,,,,,,64.0,,,,,,,0.0,0.0,3.0389
1003892316,Neurology,3253,3988.6,783645.41,117965,450.0,317.0,696593.1,2909.0,86346.07,197.0,6273.29,6.06,66.0,268.0,182.0,279.0,47.0,,105.0,,,1.8003
1003892399,Family Practice,10740,19400.9,892904.52,561492,434.0,1912.0,637247.52,8676.0,249788.13,489.0,28428.31,4.55,72.0,310.0,124.0,396.0,23.0,,,0.0,,1.1063
1003892423,Family Practice,4907,10407.0,393012.4,306763,454.0,782.0,278158.97,4064.0,112155.39,73.0,1406.75,1.49,73.0,264.0,190.0,366.0,60.0,,,0.0,,1.1137
1003892456,Internal Medicine,239,279.3,19156.85,6203,84.0,,,193.0,7241.31,24.0,483.74,10.04,69.0,47.0,37.0,73.0,,,,0.0,,2.1379
1003892498,Family Practice,10990,21950.0,676387.1,632935,906.0,1507.0,443315.04,9313.0,228306.76,346.0,3618.4,3.15,71.0,629.0,277.0,265.0,227.0,25.0,370.0,,,1.6149
1003892522,Internal Medicine,10388,16025.8,512145.23,462644,448.0,1647.0,326608.45,8678.0,182742.35,562.0,18879.65,5.41,74.0,248.0,200.0,418.0,,0.0,,0.0,,1.1093
1003892548,Family Practice,1589,2152.0,103813.76,59119,280.0,275.0,81901.09,1290.0,20953.83,22.0,375.63,1.38,66.0,161.0,119.0,165.0,,32.0,49.0,0.0,,1.3478
1003892720,General Practice,23622,29404.9,1716196.84,860633,609.0,4533.0,1308711.61,18725.0,395277.59,1329.0,106150.71,5.63,70.0,348.0,261.0,591.0,,,,0.0,,1.1358
